pack,title,slug,category,suggested_visual,visual_safety_rule,id,image_type,brief,copyright_status,recommended_visual,must_avoid,source_status,notes,description,licensing_note,route,image_brief,recommended_style,copyright_note
Drug Essentials,Albuterol / Salbutamol,,,,,albuterol-salbutamol,educational schematic card,"Create a clean SEG-style educational card for Albuterol / Salbutamol showing indication, mechanism arrow, key monitor, and caution icon. Avoid copyrighted figures.",new original schematic required,,,,,,,,,,
Drug Essentials,Ipratropium,,,,,ipratropium,educational schematic card,"Create a clean SEG-style educational card for Ipratropium showing indication, mechanism arrow, key monitor, and caution icon. Avoid copyrighted figures.",new original schematic required,,,,,,,,,,
Drug Essentials,Nebulized Epinephrine,,,,,nebulized-epinephrine,educational schematic card,"Create a clean SEG-style educational card for Nebulized Epinephrine showing indication, mechanism arrow, key monitor, and caution icon. Avoid copyrighted figures.",new original schematic required,,,,,,,,,,
Drug Essentials,Methylprednisolone,,,,,methylprednisolone,educational schematic card,"Create a clean SEG-style educational card for Methylprednisolone showing indication, mechanism arrow, key monitor, and caution icon. Avoid copyrighted figures.",new original schematic required,,,,,,,,,,
Drug Essentials,Dexamethasone,,,,,dexamethasone,educational schematic card,"Create a clean SEG-style educational card for Dexamethasone showing indication, mechanism arrow, key monitor, and caution icon. Avoid copyrighted figures.",new original schematic required,,,,,,,,,,
Drug Essentials,Regular Insulin,,,,,regular-insulin,educational schematic card,"Create a clean SEG-style educational card for Regular Insulin showing indication, mechanism arrow, key monitor, and caution icon. Avoid copyrighted figures.",new original schematic required,,,,,,,,,,
Drug Essentials,Dextrose,,,,,dextrose,educational schematic card,"Create a clean SEG-style educational card for Dextrose showing indication, mechanism arrow, key monitor, and caution icon. Avoid copyrighted figures.",new original schematic required,,,,,,,,,,
Drug Essentials,Glucagon,,,,,glucagon,educational schematic card,"Create a clean SEG-style educational card for Glucagon showing indication, mechanism arrow, key monitor, and caution icon. Avoid copyrighted figures.",new original schematic required,,,,,,,,,,
Drug Essentials,Hydrocortisone,,,,,hydrocortisone,educational schematic card,"Create a clean SEG-style educational card for Hydrocortisone showing indication, mechanism arrow, key monitor, and caution icon. Avoid copyrighted figures.",new original schematic required,,,,,,,,,,
Drug Essentials,Potassium Chloride,,,,,potassium-chloride,educational schematic card,"Create a clean SEG-style educational card for Potassium Chloride showing indication, mechanism arrow, key monitor, and caution icon. Avoid copyrighted figures.",new original schematic required,,,,,,,,,,
Drug Essentials,Furosemide,,,,,furosemide,educational schematic card,"Create a clean SEG-style educational card for Furosemide showing indication, mechanism arrow, key monitor, and caution icon. Avoid copyrighted figures.",new original schematic required,,,,,,,,,,
Drug Essentials,Mannitol,,,,,mannitol,educational schematic card,"Create a clean SEG-style educational card for Mannitol showing indication, mechanism arrow, key monitor, and caution icon. Avoid copyrighted figures.",new original schematic required,,,,,,,,,,
Drug Essentials,Hypertonic Saline,,,,,hypertonic-saline,educational schematic card,"Create a clean SEG-style educational card for Hypertonic Saline showing indication, mechanism arrow, key monitor, and caution icon. Avoid copyrighted figures.",new original schematic required,,,,,,,,,,
Drug Essentials,Levetiracetam,,,,,levetiracetam,educational schematic card,"Create a clean SEG-style educational card for Levetiracetam showing indication, mechanism arrow, key monitor, and caution icon. Avoid copyrighted figures.",new original schematic required,,,,,,,,,,
Drug Essentials,Fosphenytoin / Phenytoin,,,,,fosphenytoin-phenytoin,educational schematic card,"Create a clean SEG-style educational card for Fosphenytoin / Phenytoin showing indication, mechanism arrow, key monitor, and caution icon. Avoid copyrighted figures.",new original schematic required,,,,,,,,,,
Drug Essentials,Valproate,,,,,valproate,educational schematic card,"Create a clean SEG-style educational card for Valproate showing indication, mechanism arrow, key monitor, and caution icon. Avoid copyrighted figures.",new original schematic required,,,,,,,,,,
Drug Essentials,Ceftriaxone,,,,,ceftriaxone,educational schematic card,"Create a clean SEG-style educational card for Ceftriaxone showing indication, mechanism arrow, key monitor, and caution icon. Avoid copyrighted figures.",new original schematic required,,,,,,,,,,
Drug Essentials,Cefepime,,,,,cefepime,educational schematic card,"Create a clean SEG-style educational card for Cefepime showing indication, mechanism arrow, key monitor, and caution icon. Avoid copyrighted figures.",new original schematic required,,,,,,,,,,
Drug Essentials,Piperacillin-Tazobactam,,,,,piperacillin-tazobactam,educational schematic card,"Create a clean SEG-style educational card for Piperacillin-Tazobactam showing indication, mechanism arrow, key monitor, and caution icon. Avoid copyrighted figures.",new original schematic required,,,,,,,,,,
Drug Essentials,Vancomycin,,,,,vancomycin,educational schematic card,"Create a clean SEG-style educational card for Vancomycin showing indication, mechanism arrow, key monitor, and caution icon. Avoid copyrighted figures.",new original schematic required,,,,,,,,,,
Drug Essentials,Meropenem,,,,,meropenem,educational schematic card,"Create a clean SEG-style educational card for Meropenem showing indication, mechanism arrow, key monitor, and caution icon. Avoid copyrighted figures.",new original schematic required,,,,,,,,,,
Drug Essentials,Azithromycin,,,,,azithromycin,educational schematic card,"Create a clean SEG-style educational card for Azithromycin showing indication, mechanism arrow, key monitor, and caution icon. Avoid copyrighted figures.",new original schematic required,,,,,,,,,,
Drug Essentials,Doxycycline,,,,,doxycycline,educational schematic card,"Create a clean SEG-style educational card for Doxycycline showing indication, mechanism arrow, key monitor, and caution icon. Avoid copyrighted figures.",new original schematic required,,,,,,,,,,
Drug Essentials,Metronidazole,,,,,metronidazole,educational schematic card,"Create a clean SEG-style educational card for Metronidazole showing indication, mechanism arrow, key monitor, and caution icon. Avoid copyrighted figures.",new original schematic required,,,,,,,,,,
Drug Essentials,Acyclovir,,,,,acyclovir,educational schematic card,"Create a clean SEG-style educational card for Acyclovir showing indication, mechanism arrow, key monitor, and caution icon. Avoid copyrighted figures.",new original schematic required,,,,,,,,,,
Drug Essentials,Naloxone,,,,,naloxone,educational schematic card,"Create a clean SEG-style educational card for Naloxone showing indication, mechanism arrow, key monitor, and caution icon. Avoid copyrighted figures.",new original schematic required,,,,,,,,,,
Drug Essentials,N-Acetylcysteine,,,,,n-acetylcysteine,educational schematic card,"Create a clean SEG-style educational card for N-Acetylcysteine showing indication, mechanism arrow, key monitor, and caution icon. Avoid copyrighted figures.",new original schematic required,,,,,,,,,,
Drug Essentials,Activated Charcoal,,,,,activated-charcoal,educational schematic card,"Create a clean SEG-style educational card for Activated Charcoal showing indication, mechanism arrow, key monitor, and caution icon. Avoid copyrighted figures.",new original schematic required,,,,,,,,,,
Drug Essentials,Pralidoxime,,,,,pralidoxime,educational schematic card,"Create a clean SEG-style educational card for Pralidoxime showing indication, mechanism arrow, key monitor, and caution icon. Avoid copyrighted figures.",new original schematic required,,,,,,,,,,
Drug Essentials,Fomepizole,,,,,fomepizole,educational schematic card,"Create a clean SEG-style educational card for Fomepizole showing indication, mechanism arrow, key monitor, and caution icon. Avoid copyrighted figures.",new original schematic required,,,,,,,,,,
Drug Essentials,Methylene Blue,,,,,methylene-blue,educational schematic card,"Create a clean SEG-style educational card for Methylene Blue showing indication, mechanism arrow, key monitor, and caution icon. Avoid copyrighted figures.",new original schematic required,,,,,,,,,,
Drug Essentials,Hydroxocobalamin,,,,,hydroxocobalamin,educational schematic card,"Create a clean SEG-style educational card for Hydroxocobalamin showing indication, mechanism arrow, key monitor, and caution icon. Avoid copyrighted figures.",new original schematic required,,,,,,,,,,
Drug Essentials,Digoxin Immune Fab,,,,,digoxin-immune-fab,educational schematic card,"Create a clean SEG-style educational card for Digoxin Immune Fab showing indication, mechanism arrow, key monitor, and caution icon. Avoid copyrighted figures.",new original schematic required,,,,,,,,,,
Drug Essentials,Deferoxamine,,,,,deferoxamine,educational schematic card,"Create a clean SEG-style educational card for Deferoxamine showing indication, mechanism arrow, key monitor, and caution icon. Avoid copyrighted figures.",new original schematic required,,,,,,,,,,
Emergency Cases Essentials,STEMI / OMI Chest Pain,,chest-pain,,,stemi-omi-chest-pain,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for STEMI / OMI Chest Pain,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Aortic Dissection Mimicking ACS,,chest-pain,,,aortic-dissection-mimicking-acs,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Aortic Dissection Mimicking ACS,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Pulmonary Embolism Chest Pain,,chest-pain,,,pulmonary-embolism-chest-pain,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Pulmonary Embolism Chest Pain,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Pericarditis vs Cardiac Tamponade,,chest-pain,,,pericarditis-vs-cardiac-tamponade,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Pericarditis vs Cardiac Tamponade,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Esophageal Rupture After Vomiting,,chest-pain,,,esophageal-rupture-after-vomiting,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Esophageal Rupture After Vomiting,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Tension Pneumothorax Chest Pain,,chest-pain,,,tension-pneumothorax-chest-pain,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Tension Pneumothorax Chest Pain,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Severe Asthma Near Respiratory Failure,,dyspnea,,,severe-asthma-near-respiratory-failure,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Severe Asthma Near Respiratory Failure,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,COPD Exacerbation with Hypercapnia,,dyspnea,,,copd-exacerbation-with-hypercapnia,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for COPD Exacerbation with Hypercapnia,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Acute Pulmonary Edema,,dyspnea,,,acute-pulmonary-edema,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Acute Pulmonary Edema,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Pneumonia with Sepsis,,dyspnea,,,pneumonia-with-sepsis,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Pneumonia with Sepsis,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Anaphylaxis with Airway Threat,,dyspnea,,,anaphylaxis-with-airway-threat,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Anaphylaxis with Airway Threat,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Carbon Monoxide Exposure,,dyspnea,,,carbon-monoxide-exposure,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Carbon Monoxide Exposure,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Upper Airway Obstruction,,dyspnea,,,upper-airway-obstruction,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Upper Airway Obstruction,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Undifferentiated Shock,,shock,,,undifferentiated-shock,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Undifferentiated Shock,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Septic Shock,,shock,,,septic-shock,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Septic Shock,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Hemorrhagic Trauma Shock,,shock,,,hemorrhagic-trauma-shock,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Hemorrhagic Trauma Shock,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Cardiogenic Shock,,shock,,,cardiogenic-shock,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Cardiogenic Shock,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Obstructive Shock from Tamponade,,shock,,,obstructive-shock-from-tamponade,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Obstructive Shock from Tamponade,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Anaphylactic Shock,,shock,,,anaphylactic-shock,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Anaphylactic Shock,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Adrenal Crisis,,shock,,,adrenal-crisis,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Adrenal Crisis,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Hypoglycemia Altered Mental Status,,altered-mental-status,,,hypoglycemia-altered-mental-status,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Hypoglycemia Altered Mental Status,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Acute Ischemic Stroke,,altered-mental-status,,,acute-ischemic-stroke,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Acute Ischemic Stroke,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Intracranial Hemorrhage,,altered-mental-status,,,intracranial-hemorrhage,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Intracranial Hemorrhage,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Status Epilepticus,,altered-mental-status,,,status-epilepticus,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Status Epilepticus,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Meningitis / Encephalitis,,altered-mental-status,,,meningitis-encephalitis,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Meningitis / Encephalitis,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Sepsis Delirium in Elderly,,altered-mental-status,,,sepsis-delirium-in-elderly,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Sepsis Delirium in Elderly,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Hyponatremic Seizure,,altered-mental-status,,,hyponatremic-seizure,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Hyponatremic Seizure,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Heat Stroke,,altered-mental-status,,,heat-stroke,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Heat Stroke,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Opioid Overdose,,toxicology,,,opioid-overdose,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Opioid Overdose,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,TCA / Sodium Channel Blocker Overdose,,toxicology,,,tca-sodium-channel-blocker-overdose,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for TCA / Sodium Channel Blocker Overdose,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Salicylate Toxicity,,toxicology,,,salicylate-toxicity,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Salicylate Toxicity,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Acetaminophen Overdose,,toxicology,,,acetaminophen-overdose,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Acetaminophen Overdose,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Organophosphate Poisoning,,toxicology,,,organophosphate-poisoning,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Organophosphate Poisoning,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Methanol / Ethylene Glycol Toxic Alcohol,,toxicology,,,methanol-ethylene-glycol-toxic-alcohol,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Methanol / Ethylene Glycol Toxic Alcohol,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Cyanide Toxicity in Smoke Inhalation,,toxicology,,,cyanide-toxicity-in-smoke-inhalation,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Cyanide Toxicity in Smoke Inhalation,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Serotonin Syndrome,,toxicology,,,serotonin-syndrome,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Serotonin Syndrome,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Lithium Toxicity,,toxicology,,,lithium-toxicity,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Lithium Toxicity,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Ventricular Fibrillation Arrest,,ecg,,,ventricular-fibrillation-arrest,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Ventricular Fibrillation Arrest,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Pulseless Ventricular Tachycardia,,ecg,,,pulseless-ventricular-tachycardia,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Pulseless Ventricular Tachycardia,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Complete Heart Block with Instability,,ecg,,,complete-heart-block-with-instability,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Complete Heart Block with Instability,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Hyperkalemia ECG Collapse,,ecg,,,hyperkalemia-ecg-collapse,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Hyperkalemia ECG Collapse,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Wide Complex Tachycardia Stable vs Unstable,,ecg,,,wide-complex-tachycardia-stable-vs-unstable,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Wide Complex Tachycardia Stable vs Unstable,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Wellens Pattern After Pain Resolves,,ecg,,,wellens-pattern-after-pain-resolves,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Wellens Pattern After Pain Resolves,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Brugada Syncope,,ecg,,,brugada-syncope,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Brugada Syncope,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Primary Survey Polytrauma,,trauma,,,primary-survey-polytrauma,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Primary Survey Polytrauma,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Head Injury on Anticoagulants,,trauma,,,head-injury-on-anticoagulants,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Head Injury on Anticoagulants,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Flail Chest / Pulmonary Contusion,,trauma,,,flail-chest-pulmonary-contusion,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Flail Chest / Pulmonary Contusion,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Blunt Abdominal Trauma,,trauma,,,blunt-abdominal-trauma,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Blunt Abdominal Trauma,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Pelvic Fracture Hemorrhage,,trauma,,,pelvic-fracture-hemorrhage,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Pelvic Fracture Hemorrhage,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Burns with Inhalation Injury,,trauma,,,burns-with-inhalation-injury,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Burns with Inhalation Injury,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Febrile Infant,,pediatrics,,,febrile-infant,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Febrile Infant,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Pediatric Respiratory Distress,,pediatrics,,,pediatric-respiratory-distress,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Pediatric Respiratory Distress,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Pediatric Dehydration,,pediatrics,,,pediatric-dehydration,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Pediatric Dehydration,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Pediatric Seizure,,pediatrics,,,pediatric-seizure,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Pediatric Seizure,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Child Abuse Red Flags,,pediatrics,,,child-abuse-red-flags,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Child Abuse Red Flags,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Ectopic Pregnancy,,obgyn,,,ectopic-pregnancy,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Ectopic Pregnancy,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Preeclampsia / Eclampsia,,obgyn,,,preeclampsia-eclampsia,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Preeclampsia / Eclampsia,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Postpartum Hemorrhage,,obgyn,,,postpartum-hemorrhage,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Postpartum Hemorrhage,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Ovarian Torsion,,obgyn,,,ovarian-torsion,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Ovarian Torsion,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Septic Abortion,,obgyn,,,septic-abortion,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Septic Abortion,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Trauma in Pregnancy,,obgyn,,,trauma-in-pregnancy,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Trauma in Pregnancy,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Crashing Airway,,airway-procedures,,,crashing-airway,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Crashing Airway,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Post-Intubation Hypotension,,airway-procedures,,,post-intubation-hypotension,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Post-Intubation Hypotension,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Procedural Sedation Complication,,airway-procedures,,,procedural-sedation-complication,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Procedural Sedation Complication,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,DKA / HHS Crisis,,shock,,,dka-hhs-crisis,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for DKA / HHS Crisis,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Unstable Angina / NSTEMI,,chest-pain,,,unstable-angina-nstemi,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Unstable Angina / NSTEMI,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Pulmonary Embolism with Syncope,,dyspnea,,,pulmonary-embolism-with-syncope,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Pulmonary Embolism with Syncope,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Undifferentiated Coma,,altered-mental-status,,,undifferentiated-coma,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Undifferentiated Coma,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Spinal Cord Injury,,trauma,,,spinal-cord-injury,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Spinal Cord Injury,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Pediatric Sepsis,,pediatrics,,,pediatric-sepsis,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Pediatric Sepsis,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Emergency Cases Essentials,Cannot Intubate Cannot Oxygenate,,airway-procedures,,,cannot-intubate-cannot-oxygenate,,,,Clean ED case card: chief complaint + key danger + bedside clue + decision pathway for Cannot Intubate Cannot Oxygenate,"No graphic gore, no copyrighted textbook figure, no medication doses, no rigid local protocol times",,,,,,,,
Critical Care Essentials,Critical Care Mindset,critical-care-mindset,,,,,,,,Simple schematic: ED monitor + physiologic threat icons,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,ABCDE Under Pressure,abcde-under-pressure,,,,,,,,Simple schematic: ED monitor + physiologic threat icons,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,Shock Map,shock-map,,,,,,,,Shock physiology map with four categories and bedside clues,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
