pack_key,pack_name,title,slug,section,route,source_basis,file_path,image_brief_status
drugs,Drug Essentials,Calcium Gluconate,calcium-gluconate,Metabolic & Cardiac Stabilization,/drugs/calcium-gluconate,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/calcium-gluconate.md,covered
drugs,Drug Essentials,Calcium Chloride,calcium-chloride,Metabolic & Cardiac Stabilization,/drugs/calcium-chloride,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/calcium-chloride.md,covered
drugs,Drug Essentials,Sodium Bicarbonate,sodium-bicarbonate,Cardiovascular & Toxicology,/drugs/sodium-bicarbonate,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/sodium-bicarbonate.md,covered
drugs,Drug Essentials,Nitroglycerin,nitroglycerin,Cardiovascular,/drugs/nitroglycerin,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/nitroglycerin.md,covered
drugs,Drug Essentials,Aspirin,aspirin,Cardiovascular,/drugs/aspirin,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/aspirin.md,covered
drugs,Drug Essentials,Unfractionated Heparin,unfractionated-heparin,Cardiovascular & Thrombosis,/drugs/unfractionated-heparin,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/unfractionated-heparin.md,covered
drugs,Drug Essentials,Enoxaparin,enoxaparin,Cardiovascular & Thrombosis,/drugs/enoxaparin,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/enoxaparin.md,covered
drugs,Drug Essentials,Alteplase (tPA),alteplase-tpa,Thrombolytics,/drugs/alteplase-tpa,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/alteplase-tpa.md,covered
drugs,Drug Essentials,Tenecteplase,tenecteplase,Thrombolytics,/drugs/tenecteplase,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/tenecteplase.md,covered
drugs,Drug Essentials,Streptokinase,streptokinase,Thrombolytics,/drugs/streptokinase,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/streptokinase.md,covered
drugs,Drug Essentials,Tranexamic Acid,tranexamic-acid,Hemorrhage & Trauma,/drugs/tranexamic-acid,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/tranexamic-acid.md,covered
drugs,Drug Essentials,Ketamine,ketamine,"Sedation, Analgesia & Airway",/drugs/ketamine,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/ketamine.md,covered
drugs,Drug Essentials,Etomidate,etomidate,Airway & RSI,/drugs/etomidate,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/etomidate.md,covered
drugs,Drug Essentials,Propofol,propofol,Sedation & Post-Intubation,/drugs/propofol,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/propofol.md,covered
drugs,Drug Essentials,Midazolam,midazolam,Sedation & Seizures,/drugs/midazolam,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/midazolam.md,covered
drugs,Drug Essentials,Lorazepam,lorazepam,Seizures & Sedation,/drugs/lorazepam,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/lorazepam.md,covered
drugs,Drug Essentials,Diazepam,diazepam,Seizures & Sedation,/drugs/diazepam,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/diazepam.md,covered
drugs,Drug Essentials,Fentanyl,fentanyl,Analgesia,/drugs/fentanyl,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/fentanyl.md,covered
drugs,Drug Essentials,Morphine,morphine,Analgesia,/drugs/morphine,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/morphine.md,covered
drugs,Drug Essentials,Hydromorphone,hydromorphone,Analgesia,/drugs/hydromorphone,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/hydromorphone.md,covered
drugs,Drug Essentials,Ketorolac,ketorolac,Analgesia,/drugs/ketorolac,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/ketorolac.md,covered
drugs,Drug Essentials,Acetaminophen,acetaminophen,Analgesia & Antipyretic,/drugs/acetaminophen,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/acetaminophen.md,covered
drugs,Drug Essentials,Succinylcholine,succinylcholine,Neuromuscular Blockade,/drugs/succinylcholine,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/succinylcholine.md,covered
drugs,Drug Essentials,Rocuronium,rocuronium,Neuromuscular Blockade,/drugs/rocuronium,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/rocuronium.md,covered
drugs,Drug Essentials,Vecuronium,vecuronium,Neuromuscular Blockade,/drugs/vecuronium,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/vecuronium.md,covered
drugs,Drug Essentials,Sugammadex,sugammadex,Reversal & Airway,/drugs/sugammadex,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/sugammadex.md,covered
drugs,Drug Essentials,Albuterol / Salbutamol,albuterol-salbutamol,Respiratory,/drugs/albuterol-salbutamol,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/albuterol-salbutamol.md,covered
drugs,Drug Essentials,Ipratropium,ipratropium,Respiratory,/drugs/ipratropium,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/ipratropium.md,covered
drugs,Drug Essentials,Nebulized Epinephrine,nebulized-epinephrine,Respiratory & Upper Airway,/drugs/nebulized-epinephrine,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/nebulized-epinephrine.md,covered
drugs,Drug Essentials,Methylprednisolone,methylprednisolone,Respiratory & Inflammation,/drugs/methylprednisolone,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/methylprednisolone.md,covered
drugs,Drug Essentials,Dexamethasone,dexamethasone,"Respiratory, Neuro & Allergy",/drugs/dexamethasone,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/dexamethasone.md,covered
drugs,Drug Essentials,Regular Insulin,regular-insulin,Endocrine & Metabolic,/drugs/regular-insulin,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/regular-insulin.md,covered
drugs,Drug Essentials,Dextrose,dextrose,Endocrine & Metabolic,/drugs/dextrose,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/dextrose.md,covered
drugs,Drug Essentials,Glucagon,glucagon,Endocrine & Toxicology,/drugs/glucagon,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/glucagon.md,covered
drugs,Drug Essentials,Hydrocortisone,hydrocortisone,Endocrine & Shock,/drugs/hydrocortisone,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/hydrocortisone.md,covered
drugs,Drug Essentials,Potassium Chloride,potassium-chloride,Electrolytes,/drugs/potassium-chloride,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/potassium-chloride.md,covered
drugs,Drug Essentials,Furosemide,furosemide,Cardio-Renal,/drugs/furosemide,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/furosemide.md,covered
drugs,Drug Essentials,Mannitol,mannitol,Neurocritical & Renal,/drugs/mannitol,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/mannitol.md,covered
drugs,Drug Essentials,Hypertonic Saline,hypertonic-saline,Neurocritical & Electrolytes,/drugs/hypertonic-saline,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/hypertonic-saline.md,covered
drugs,Drug Essentials,Levetiracetam,levetiracetam,Seizures,/drugs/levetiracetam,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/levetiracetam.md,covered
drugs,Drug Essentials,Fosphenytoin / Phenytoin,fosphenytoin-phenytoin,Seizures,/drugs/fosphenytoin-phenytoin,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/fosphenytoin-phenytoin.md,covered
drugs,Drug Essentials,Valproate,valproate,Seizures,/drugs/valproate,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/valproate.md,covered
drugs,Drug Essentials,Ceftriaxone,ceftriaxone,Antimicrobials,/drugs/ceftriaxone,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/ceftriaxone.md,covered
drugs,Drug Essentials,Cefepime,cefepime,Antimicrobials,/drugs/cefepime,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/cefepime.md,covered
drugs,Drug Essentials,Piperacillin-Tazobactam,piperacillin-tazobactam,Antimicrobials,/drugs/piperacillin-tazobactam,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/piperacillin-tazobactam.md,covered
drugs,Drug Essentials,Vancomycin,vancomycin,Antimicrobials,/drugs/vancomycin,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/vancomycin.md,covered
drugs,Drug Essentials,Meropenem,meropenem,Antimicrobials,/drugs/meropenem,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/meropenem.md,covered
drugs,Drug Essentials,Azithromycin,azithromycin,Antimicrobials,/drugs/azithromycin,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/azithromycin.md,covered
drugs,Drug Essentials,Doxycycline,doxycycline,Antimicrobials,/drugs/doxycycline,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/doxycycline.md,covered
drugs,Drug Essentials,Metronidazole,metronidazole,Antimicrobials,/drugs/metronidazole,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/metronidazole.md,covered
drugs,Drug Essentials,Acyclovir,acyclovir,Antivirals,/drugs/acyclovir,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/acyclovir.md,covered
drugs,Drug Essentials,Naloxone,naloxone,Antidotes,/drugs/naloxone,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/naloxone.md,covered
drugs,Drug Essentials,N-Acetylcysteine,n-acetylcysteine,Antidotes,/drugs/n-acetylcysteine,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/n-acetylcysteine.md,covered
drugs,Drug Essentials,Activated Charcoal,activated-charcoal,Decontamination,/drugs/activated-charcoal,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/activated-charcoal.md,covered
drugs,Drug Essentials,Pralidoxime,pralidoxime,Antidotes,/drugs/pralidoxime,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/pralidoxime.md,covered
drugs,Drug Essentials,Fomepizole,fomepizole,Antidotes,/drugs/fomepizole,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/fomepizole.md,covered
drugs,Drug Essentials,Methylene Blue,methylene-blue,Antidotes,/drugs/methylene-blue,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/methylene-blue.md,covered
drugs,Drug Essentials,Hydroxocobalamin,hydroxocobalamin,Antidotes,/drugs/hydroxocobalamin,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/hydroxocobalamin.md,covered
drugs,Drug Essentials,Digoxin Immune Fab,digoxin-immune-fab,Antidotes,/drugs/digoxin-immune-fab,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/digoxin-immune-fab.md,covered
drugs,Drug Essentials,Deferoxamine,deferoxamine,Antidotes,/drugs/deferoxamine,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/deferoxamine.md,covered
drugs,Drug Essentials,MCQ Bank,mcq-bank,Practice,/drugs/practice/mcq-bank,,content/practice/mcq_bank.md,covered
drugs,Drug Essentials,Mini Cases,mini-cases,Practice,/drugs/practice/mini-cases,,content/practice/mini_cases.md,covered
drugs,Drug Essentials,Rapid Prompts,rapid-prompts,Practice,/drugs/practice/rapid-prompts,,content/practice/rapid_prompts.md,covered
emergency_cases,Emergency Cases Essentials,Emergency Case Thinking Framework,emergency-case-thinking-framework,roadmap,/practice/emergency-cases/emergency-case-thinking-framework,,content/roadmap/emergency-case-thinking-framework.md,covered
emergency_cases,Emergency Cases Essentials,The First 60 Seconds,first-60-seconds,roadmap,/practice/emergency-cases/first-60-seconds,,content/roadmap/first-60-seconds.md,covered
emergency_cases,Emergency Cases Essentials,What Can Kill the Patient Now?,what-can-kill-now,roadmap,/practice/emergency-cases/what-can-kill-now,,content/roadmap/what-can-kill-now.md,covered
emergency_cases,Emergency Cases Essentials,Chief Complaint Pathways,chief-complaint-pathways,roadmap,/practice/emergency-cases/chief-complaint-pathways,,content/roadmap/chief-complaint-pathways.md,covered
emergency_cases,Emergency Cases Essentials,Resuscitation Before Diagnosis,resuscitation-before-diagnosis,roadmap,/practice/emergency-cases/resuscitation-before-diagnosis,,content/roadmap/resuscitation-before-diagnosis.md,covered
emergency_cases,Emergency Cases Essentials,"ECG, POCUS, and Labs in ED Cases",ecg-pocus-labs-in-cases,roadmap,/practice/emergency-cases/ecg-pocus-labs-in-cases,,content/roadmap/ecg-pocus-labs-in-cases.md,covered
emergency_cases,Emergency Cases Essentials,Disposition Thinking,disposition-thinking,roadmap,/practice/emergency-cases/disposition-thinking,,content/roadmap/disposition-thinking.md,covered
emergency_cases,Emergency Cases Essentials,Handover and Consult Logic,handover-and-consult-logic,roadmap,/practice/emergency-cases/handover-and-consult-logic,,content/roadmap/handover-and-consult-logic.md,covered
emergency_cases,Emergency Cases Essentials,Pitfalls and Cognitive Errors,pitfalls-and-cognitive-errors,roadmap,/practice/emergency-cases/pitfalls-and-cognitive-errors,,content/roadmap/pitfalls-and-cognitive-errors.md,covered
emergency_cases,Emergency Cases Essentials,SEG Case Page Template,seg-case-page-template,roadmap,/practice/emergency-cases/seg-case-page-template,,content/roadmap/seg-case-page-template.md,covered
emergency_cases,Emergency Cases Essentials,STEMI / OMI Chest Pain,stemi-omi-chest-pain,chest-pain,/practice/emergency-cases/stemi-omi-chest-pain,,content/cases/chest-pain/stemi-omi-chest-pain.md,covered
emergency_cases,Emergency Cases Essentials,Aortic Dissection Mimicking ACS,aortic-dissection-mimicking-acs,chest-pain,/practice/emergency-cases/aortic-dissection-mimicking-acs,,content/cases/chest-pain/aortic-dissection-mimicking-acs.md,covered
emergency_cases,Emergency Cases Essentials,Pulmonary Embolism Chest Pain,pulmonary-embolism-chest-pain,chest-pain,/practice/emergency-cases/pulmonary-embolism-chest-pain,,content/cases/chest-pain/pulmonary-embolism-chest-pain.md,covered
emergency_cases,Emergency Cases Essentials,Pericarditis vs Cardiac Tamponade,pericarditis-vs-cardiac-tamponade,chest-pain,/practice/emergency-cases/pericarditis-vs-cardiac-tamponade,,content/cases/chest-pain/pericarditis-vs-cardiac-tamponade.md,covered
emergency_cases,Emergency Cases Essentials,Esophageal Rupture After Vomiting,esophageal-rupture-after-vomiting,chest-pain,/practice/emergency-cases/esophageal-rupture-after-vomiting,,content/cases/chest-pain/esophageal-rupture-after-vomiting.md,covered
emergency_cases,Emergency Cases Essentials,Tension Pneumothorax Chest Pain,tension-pneumothorax-chest-pain,chest-pain,/practice/emergency-cases/tension-pneumothorax-chest-pain,,content/cases/chest-pain/tension-pneumothorax-chest-pain.md,covered
emergency_cases,Emergency Cases Essentials,Severe Asthma Near Respiratory Failure,severe-asthma-near-respiratory-failure,dyspnea,/practice/emergency-cases/severe-asthma-near-respiratory-failure,,content/cases/dyspnea/severe-asthma-near-respiratory-failure.md,covered
emergency_cases,Emergency Cases Essentials,COPD Exacerbation with Hypercapnia,copd-exacerbation-with-hypercapnia,dyspnea,/practice/emergency-cases/copd-exacerbation-with-hypercapnia,,content/cases/dyspnea/copd-exacerbation-with-hypercapnia.md,covered
emergency_cases,Emergency Cases Essentials,Acute Pulmonary Edema,acute-pulmonary-edema,dyspnea,/practice/emergency-cases/acute-pulmonary-edema,,content/cases/dyspnea/acute-pulmonary-edema.md,covered
emergency_cases,Emergency Cases Essentials,Pneumonia with Sepsis,pneumonia-with-sepsis,dyspnea,/practice/emergency-cases/pneumonia-with-sepsis,,content/cases/dyspnea/pneumonia-with-sepsis.md,covered
emergency_cases,Emergency Cases Essentials,Anaphylaxis with Airway Threat,anaphylaxis-with-airway-threat,dyspnea,/practice/emergency-cases/anaphylaxis-with-airway-threat,,content/cases/dyspnea/anaphylaxis-with-airway-threat.md,covered
emergency_cases,Emergency Cases Essentials,Carbon Monoxide Exposure,carbon-monoxide-exposure,dyspnea,/practice/emergency-cases/carbon-monoxide-exposure,,content/cases/dyspnea/carbon-monoxide-exposure.md,covered
emergency_cases,Emergency Cases Essentials,Upper Airway Obstruction,upper-airway-obstruction,dyspnea,/practice/emergency-cases/upper-airway-obstruction,,content/cases/dyspnea/upper-airway-obstruction.md,covered
emergency_cases,Emergency Cases Essentials,Undifferentiated Shock,undifferentiated-shock,shock,/practice/emergency-cases/undifferentiated-shock,,content/cases/shock/undifferentiated-shock.md,covered
emergency_cases,Emergency Cases Essentials,Septic Shock,septic-shock,shock,/practice/emergency-cases/septic-shock,,content/cases/shock/septic-shock.md,covered
emergency_cases,Emergency Cases Essentials,Hemorrhagic Trauma Shock,hemorrhagic-trauma-shock,shock,/practice/emergency-cases/hemorrhagic-trauma-shock,,content/cases/shock/hemorrhagic-trauma-shock.md,covered
emergency_cases,Emergency Cases Essentials,Cardiogenic Shock,cardiogenic-shock,shock,/practice/emergency-cases/cardiogenic-shock,,content/cases/shock/cardiogenic-shock.md,covered
emergency_cases,Emergency Cases Essentials,Obstructive Shock from Tamponade,obstructive-shock-from-tamponade,shock,/practice/emergency-cases/obstructive-shock-from-tamponade,,content/cases/shock/obstructive-shock-from-tamponade.md,covered
emergency_cases,Emergency Cases Essentials,Anaphylactic Shock,anaphylactic-shock,shock,/practice/emergency-cases/anaphylactic-shock,,content/cases/shock/anaphylactic-shock.md,covered
emergency_cases,Emergency Cases Essentials,Adrenal Crisis,adrenal-crisis,shock,/practice/emergency-cases/adrenal-crisis,,content/cases/shock/adrenal-crisis.md,covered
emergency_cases,Emergency Cases Essentials,Hypoglycemia Altered Mental Status,hypoglycemia-altered-mental-status,altered-mental-status,/practice/emergency-cases/hypoglycemia-altered-mental-status,,content/cases/altered-mental-status/hypoglycemia-altered-mental-status.md,covered
emergency_cases,Emergency Cases Essentials,Acute Ischemic Stroke,acute-ischemic-stroke,altered-mental-status,/practice/emergency-cases/acute-ischemic-stroke,,content/cases/altered-mental-status/acute-ischemic-stroke.md,covered
emergency_cases,Emergency Cases Essentials,Intracranial Hemorrhage,intracranial-hemorrhage,altered-mental-status,/practice/emergency-cases/intracranial-hemorrhage,,content/cases/altered-mental-status/intracranial-hemorrhage.md,covered
emergency_cases,Emergency Cases Essentials,Status Epilepticus,status-epilepticus,altered-mental-status,/practice/emergency-cases/status-epilepticus,,content/cases/altered-mental-status/status-epilepticus.md,covered
emergency_cases,Emergency Cases Essentials,Meningitis / Encephalitis,meningitis-encephalitis,altered-mental-status,/practice/emergency-cases/meningitis-encephalitis,,content/cases/altered-mental-status/meningitis-encephalitis.md,covered
emergency_cases,Emergency Cases Essentials,Sepsis Delirium in Elderly,sepsis-delirium-in-elderly,altered-mental-status,/practice/emergency-cases/sepsis-delirium-in-elderly,,content/cases/altered-mental-status/sepsis-delirium-in-elderly.md,covered
emergency_cases,Emergency Cases Essentials,Hyponatremic Seizure,hyponatremic-seizure,altered-mental-status,/practice/emergency-cases/hyponatremic-seizure,,content/cases/altered-mental-status/hyponatremic-seizure.md,covered
emergency_cases,Emergency Cases Essentials,Heat Stroke,heat-stroke,altered-mental-status,/practice/emergency-cases/heat-stroke,,content/cases/altered-mental-status/heat-stroke.md,covered
emergency_cases,Emergency Cases Essentials,Opioid Overdose,opioid-overdose,toxicology,/practice/emergency-cases/opioid-overdose,,content/cases/toxicology/opioid-overdose.md,covered
emergency_cases,Emergency Cases Essentials,TCA / Sodium Channel Blocker Overdose,tca-sodium-channel-blocker-overdose,toxicology,/practice/emergency-cases/tca-sodium-channel-blocker-overdose,,content/cases/toxicology/tca-sodium-channel-blocker-overdose.md,covered
emergency_cases,Emergency Cases Essentials,Salicylate Toxicity,salicylate-toxicity,toxicology,/practice/emergency-cases/salicylate-toxicity,,content/cases/toxicology/salicylate-toxicity.md,covered
emergency_cases,Emergency Cases Essentials,Acetaminophen Overdose,acetaminophen-overdose,toxicology,/practice/emergency-cases/acetaminophen-overdose,,content/cases/toxicology/acetaminophen-overdose.md,covered
emergency_cases,Emergency Cases Essentials,Organophosphate Poisoning,organophosphate-poisoning,toxicology,/practice/emergency-cases/organophosphate-poisoning,,content/cases/toxicology/organophosphate-poisoning.md,covered
emergency_cases,Emergency Cases Essentials,Methanol / Ethylene Glycol Toxic Alcohol,methanol-ethylene-glycol-toxic-alcohol,toxicology,/practice/emergency-cases/methanol-ethylene-glycol-toxic-alcohol,,content/cases/toxicology/methanol-ethylene-glycol-toxic-alcohol.md,covered
emergency_cases,Emergency Cases Essentials,Cyanide Toxicity in Smoke Inhalation,cyanide-toxicity-in-smoke-inhalation,toxicology,/practice/emergency-cases/cyanide-toxicity-in-smoke-inhalation,,content/cases/toxicology/cyanide-toxicity-in-smoke-inhalation.md,covered
emergency_cases,Emergency Cases Essentials,Serotonin Syndrome,serotonin-syndrome,toxicology,/practice/emergency-cases/serotonin-syndrome,,content/cases/toxicology/serotonin-syndrome.md,covered
emergency_cases,Emergency Cases Essentials,Lithium Toxicity,lithium-toxicity,toxicology,/practice/emergency-cases/lithium-toxicity,,content/cases/toxicology/lithium-toxicity.md,covered
emergency_cases,Emergency Cases Essentials,Ventricular Fibrillation Arrest,ventricular-fibrillation-arrest,ecg,/practice/emergency-cases/ventricular-fibrillation-arrest,,content/cases/ecg/ventricular-fibrillation-arrest.md,covered
emergency_cases,Emergency Cases Essentials,Pulseless Ventricular Tachycardia,pulseless-ventricular-tachycardia,ecg,/practice/emergency-cases/pulseless-ventricular-tachycardia,,content/cases/ecg/pulseless-ventricular-tachycardia.md,covered
emergency_cases,Emergency Cases Essentials,Complete Heart Block with Instability,complete-heart-block-with-instability,ecg,/practice/emergency-cases/complete-heart-block-with-instability,,content/cases/ecg/complete-heart-block-with-instability.md,covered
emergency_cases,Emergency Cases Essentials,Hyperkalemia ECG Collapse,hyperkalemia-ecg-collapse,ecg,/practice/emergency-cases/hyperkalemia-ecg-collapse,,content/cases/ecg/hyperkalemia-ecg-collapse.md,covered
emergency_cases,Emergency Cases Essentials,Wide Complex Tachycardia Stable vs Unstable,wide-complex-tachycardia-stable-vs-unstable,ecg,/practice/emergency-cases/wide-complex-tachycardia-stable-vs-unstable,,content/cases/ecg/wide-complex-tachycardia-stable-vs-unstable.md,covered
emergency_cases,Emergency Cases Essentials,Wellens Pattern After Pain Resolves,wellens-pattern-after-pain-resolves,ecg,/practice/emergency-cases/wellens-pattern-after-pain-resolves,,content/cases/ecg/wellens-pattern-after-pain-resolves.md,covered
emergency_cases,Emergency Cases Essentials,Brugada Syncope,brugada-syncope,ecg,/practice/emergency-cases/brugada-syncope,,content/cases/ecg/brugada-syncope.md,covered
emergency_cases,Emergency Cases Essentials,Primary Survey Polytrauma,primary-survey-polytrauma,trauma,/practice/emergency-cases/primary-survey-polytrauma,,content/cases/trauma/primary-survey-polytrauma.md,covered
emergency_cases,Emergency Cases Essentials,Head Injury on Anticoagulants,head-injury-on-anticoagulants,trauma,/practice/emergency-cases/head-injury-on-anticoagulants,,content/cases/trauma/head-injury-on-anticoagulants.md,covered
emergency_cases,Emergency Cases Essentials,Flail Chest / Pulmonary Contusion,flail-chest-pulmonary-contusion,trauma,/practice/emergency-cases/flail-chest-pulmonary-contusion,,content/cases/trauma/flail-chest-pulmonary-contusion.md,covered
emergency_cases,Emergency Cases Essentials,Blunt Abdominal Trauma,blunt-abdominal-trauma,trauma,/practice/emergency-cases/blunt-abdominal-trauma,,content/cases/trauma/blunt-abdominal-trauma.md,covered
emergency_cases,Emergency Cases Essentials,Pelvic Fracture Hemorrhage,pelvic-fracture-hemorrhage,trauma,/practice/emergency-cases/pelvic-fracture-hemorrhage,,content/cases/trauma/pelvic-fracture-hemorrhage.md,covered
emergency_cases,Emergency Cases Essentials,Burns with Inhalation Injury,burns-with-inhalation-injury,trauma,/practice/emergency-cases/burns-with-inhalation-injury,,content/cases/trauma/burns-with-inhalation-injury.md,covered
emergency_cases,Emergency Cases Essentials,Febrile Infant,febrile-infant,pediatrics,/practice/emergency-cases/febrile-infant,,content/cases/pediatrics/febrile-infant.md,covered
emergency_cases,Emergency Cases Essentials,Pediatric Respiratory Distress,pediatric-respiratory-distress,pediatrics,/practice/emergency-cases/pediatric-respiratory-distress,,content/cases/pediatrics/pediatric-respiratory-distress.md,covered
emergency_cases,Emergency Cases Essentials,Pediatric Dehydration,pediatric-dehydration,pediatrics,/practice/emergency-cases/pediatric-dehydration,,content/cases/pediatrics/pediatric-dehydration.md,covered
emergency_cases,Emergency Cases Essentials,Pediatric Seizure,pediatric-seizure,pediatrics,/practice/emergency-cases/pediatric-seizure,,content/cases/pediatrics/pediatric-seizure.md,covered
emergency_cases,Emergency Cases Essentials,Child Abuse Red Flags,child-abuse-red-flags,pediatrics,/practice/emergency-cases/child-abuse-red-flags,,content/cases/pediatrics/child-abuse-red-flags.md,covered
emergency_cases,Emergency Cases Essentials,Ectopic Pregnancy,ectopic-pregnancy,obgyn,/practice/emergency-cases/ectopic-pregnancy,,content/cases/obgyn/ectopic-pregnancy.md,covered
emergency_cases,Emergency Cases Essentials,Preeclampsia / Eclampsia,preeclampsia-eclampsia,obgyn,/practice/emergency-cases/preeclampsia-eclampsia,,content/cases/obgyn/preeclampsia-eclampsia.md,covered
emergency_cases,Emergency Cases Essentials,Postpartum Hemorrhage,postpartum-hemorrhage,obgyn,/practice/emergency-cases/postpartum-hemorrhage,,content/cases/obgyn/postpartum-hemorrhage.md,covered
emergency_cases,Emergency Cases Essentials,Ovarian Torsion,ovarian-torsion,obgyn,/practice/emergency-cases/ovarian-torsion,,content/cases/obgyn/ovarian-torsion.md,covered
emergency_cases,Emergency Cases Essentials,Septic Abortion,septic-abortion,obgyn,/practice/emergency-cases/septic-abortion,,content/cases/obgyn/septic-abortion.md,covered
emergency_cases,Emergency Cases Essentials,Trauma in Pregnancy,trauma-in-pregnancy,obgyn,/practice/emergency-cases/trauma-in-pregnancy,,content/cases/obgyn/trauma-in-pregnancy.md,covered
emergency_cases,Emergency Cases Essentials,Crashing Airway,crashing-airway,airway-procedures,/practice/emergency-cases/crashing-airway,,content/cases/airway-procedures/crashing-airway.md,covered
emergency_cases,Emergency Cases Essentials,Post-Intubation Hypotension,post-intubation-hypotension,airway-procedures,/practice/emergency-cases/post-intubation-hypotension,,content/cases/airway-procedures/post-intubation-hypotension.md,covered
emergency_cases,Emergency Cases Essentials,Procedural Sedation Complication,procedural-sedation-complication,airway-procedures,/practice/emergency-cases/procedural-sedation-complication,,content/cases/airway-procedures/procedural-sedation-complication.md,covered
emergency_cases,Emergency Cases Essentials,DKA / HHS Crisis,dka-hhs-crisis,shock,/practice/emergency-cases/dka-hhs-crisis,,content/cases/shock/dka-hhs-crisis.md,covered
emergency_cases,Emergency Cases Essentials,Unstable Angina / NSTEMI,unstable-angina-nstemi,chest-pain,/practice/emergency-cases/unstable-angina-nstemi,,content/cases/chest-pain/unstable-angina-nstemi.md,covered
emergency_cases,Emergency Cases Essentials,Pulmonary Embolism with Syncope,pulmonary-embolism-with-syncope,dyspnea,/practice/emergency-cases/pulmonary-embolism-with-syncope,,content/cases/dyspnea/pulmonary-embolism-with-syncope.md,covered
emergency_cases,Emergency Cases Essentials,Undifferentiated Coma,undifferentiated-coma,altered-mental-status,/practice/emergency-cases/undifferentiated-coma,,content/cases/altered-mental-status/undifferentiated-coma.md,covered
emergency_cases,Emergency Cases Essentials,Spinal Cord Injury,spinal-cord-injury,trauma,/practice/emergency-cases/spinal-cord-injury,,content/cases/trauma/spinal-cord-injury.md,covered
